id,title,released,overall,reviews,tags
1942610,Blackout!!,"2 May, 2022",Mixed,17,"Action, RPG, Strategy, Tower Defense, RTS, Hack and Slash, Real Time Tactics, Turn-Based Tactics, 3D, Cartoon, Third Person, Fantasy, Magic, Nature, Base Building, Local Co-Op, Singleplayer, Free to Play, Indie"
1260400,Challenge Speedball,"13 Jan, 2021",,6,"Action, Sports, eSports, Shooter, 3D Fighter, Arena Shooter, FPS, 3D, Third Person, Retro, Combat, Simulation, Indie, Strategy, Team-Based, Co-op, Multiplayer, Co-op Campaign"
1547440,Let Them Fall,"29 Oct, 2023",Mixed,14,"Simulation, Strategy, Casual, Sandbox, Automation, Building, Puzzle, Logic, Colorful, Physics, Action, Indie, Management, Immersive Sim, Singleplayer, 3D"
1959960,Burg,Jul 2022,Mostly Positive,1034,"Multiplayer, Action, PvP, Stealth, Memes, Casual, 3D Platformer, Platformer, Strategy, Exploration, 3D, First-Person, Stylized, Comedy, Free to Play, Family Friendly, Funny, Indie, Character Customization, Psychological Horror"
1906100,Mirror Shoot,"4 Mar, 2022",Mixed,29,"Shooter, FPS, PvP, Sci-fi, Action, Physics, Strategy, Surreal, Action RTS, 3D, First-Person, Tactical, Futuristic, Alternate History, Team-Based, Combat, Multiplayer, Free to Play, Indie"
1633260,SICKO ISLAND,"27 Aug, 2021",Mostly Positive,16,"Survival, Action-Adventure, First-Person, Singleplayer, Combat, Adventure, Strategy, 3D Fighter, Puzzle, Arcade, Action, Indie, Gore, Violent, 3D Platformer, Free to Play, Exploration, Hidden Object, 3D, Atmospheric"
933830,Of Ships & Scoundrels,"14 Nov, 2019",Mixed,19,"Action RTS, Real Time Tactics, Action, Pirates, Naval, Multiplayer, RTS, Crafting, Strategy, Procedural Generation, Indie, Early Access, Real-Time with Pause, Exploration, 3D, 3D Vision, Realistic, Top-Down, Sailing, Tactical"
1674100,Subject 95,"11 Jul, 2021",Mixed,16,"Action, Adventure, Action-Adventure, Platformer, 3D Platformer, Runner, 3D, First-Person, Indie, Simulation, Atmospheric, Strategy, Singleplayer"
1585390,Code Zero,"14 Aug, 2021",Mixed,41,"Action, Tactical, Shooter, Multiplayer, FPS, PvP, 3D, First-Person, Free to Play, Casual, Indie, Combat, Strategy, Team-Based, Local Multiplayer"
1394270,SCP: Escape Together,"6 Jan, 2021",Mixed,3481,"Multiplayer, Horror, Free to Play, Strategy, Action, Adventure, Co-op, Online Co-Op, Action-Adventure, 3D, Gore, Sexual Content, Early Access, Moddable, Indie, Violent, PvE, PvP, Comedy, VR"
1663860,The Guardian Stone,"22 Oct, 2022",Mixed,13,"Adventure, RPG, Action RPG, Action-Adventure, Dungeon Crawler, Hack and Slash, 3D, Third Person, Dark Fantasy, Fantasy, Early Access, Action, Indie, Combat, Strategy, Casual, PvE, Multiplayer, Singleplayer, Tower Defense"
345580,Universal Combat CE,"6 Feb, 2015",Mostly Positive,23,"Space, Sci-fi, Simulation, Strategy, Action, Indie, Space Sim, Sandbox, Building, Open World, Exploration, Flight, 3D, Artificial Intelligence, Futuristic, Combat, Singleplayer, Massively Multiplayer, Multiplayer, Survival"
2376310,Castle War,"20 Apr, 2023",Mixed,16,"Strategy, RTS, Action RTS, 3D, Colorful, Cute, Top-Down, Fantasy, Funny, Magic, Medieval, Base Building, Combat, PvP, Action, Resource Management, Multiplayer, Indie"
2436240,Gobbo's Gambit,"18 Jul, 2023",Mixed,11,"Stealth, Action, Dungeon Crawler, Third Person, Fantasy, Medieval, Action-Adventure, Singleplayer, Strategy, Indie, 3D, Stylized, Tactical, Combat"
1297320,ACT,"27 Dec, 2020",Mixed,59,"Strategy, Action, Casual, Simulation, Indie, FPS, Heist, Crime, Early Access, Multiplayer, Flight, Violent, PvP, Shooter, First-Person, Realistic, 3D, Free to Play, Stealth, Action RPG"
1917260,Catharsis,"7 Apr, 2022",Mixed,12,"Exploration, Dungeon Crawler, Party-Based RPG, RPG, Free to Play, 3D, First-Person, Dark Fantasy, Singleplayer, Indie, Strategy RPG, Old School, Combat, Linear, PvE, Turn-Based Combat, Strategy, Turn-Based Tactics, Adventure, Action"
668730,Legends Of Iona RPG (2007 arcade mod),"22 Aug, 2017",Mixed,27,"Dungeon Crawler, Casual, RPG, Strategy, Action-Adventure, Exploration, Indie, Adventure, Education, Action RPG, Third Person, Action, JRPG, Software Training, Character Action Game, Anime, Hack and Slash, 3D, Cartoony, Minimalist"
1509750,Cold Heart,"8 Feb, 2021",Positive,11,"Action, Casual, Survival, Hack and Slash, Action-Adventure, 3D, Colorful, Collectathon, Cartoony, Top-Down, Cute, Fantasy, Magic, PvE, Singleplayer, Character Customization, Family Friendly, Indie, Strategy, Adventure"
1899710,ITRP _ Volatile Vertex,"2 Mar, 2022",Mostly Positive,84,"Puzzle, 3D Platformer, First-Person, Puzzle Platformer, Action, Futuristic, Logic, Sci-fi, Physics, 6DOF, Underground, Free to Play, Platformer, Indie, 3D, Multiple Endings, Singleplayer, Strategy"
